generator_key,model,question_id,question,domain,benchmark_group,stress_class,knowledge_scope,answer_policy,selected_mode,retrieval_rounds,rag_calls,mcp_calls,backend_calls,retrieval_stop_reason,final_sufficient,final_evidence_count,final_context_chars,answer_generation_s,end_to_end_s,prompt_tokens,completion_tokens,total_tokens,answer_validation_pass,finish_reason_validation_pass,answer_nonempty,has_evidence_citation,citation_range_ok,model_id,revision,question_number,benchmark_domain,benchmark_group_frozen,stress_class_frozen,knowledge_scope_frozen,expected_route_frozen,expected_mcp_route,answer_policy_frozen,technical_correctness,requirement_coverage,evidence_grounding,evidence_answer_consistency,technical_synthesis,unsupported_claims_control,overall_score,quality_percentage,major_error,unsupported_claims_detected,negative_control_abstention,judge_finish_reason,judge_latency_s,judge_completion_tokens
gemma4_12b,Gemma 4 12B,Q13,"Following a Kubernetes ingress or service-mesh change, communication failures appear between AMF and SMF service-based interfaces in a 5G Core. Develop a fault-isolation methodology that distinguishes 3GPP SBA function behaviour, HTTP/TLS protocol evidence and Kubernetes platform or service-routing evidence before identifying the root cause.",5G SBA + Cloud Platform,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,3,3,3,6,MAX_RETRIEVAL_ROUNDS,False,5,11798,36.04599316399981,73.92561709500296,3359,946,4305,True,True,True,True,True,google/gemma-4-12B-it-qat-w4a16-ct,1d2c2d7f2466070e69d6fb3fd5ce9a7d75f2f6ee,13,5G SBA + Cloud Platform,STRESS,HYBRID,Hybrid,,hybrid,ANSWER_FROM_EVIDENCE,4.0,4.0,3.0,4.0,4.0,3.0,3.75,93.75,False,True,,stop,538.973837503996,7471.0
qwen35_9b,Qwen3.5 9B,Q13,"Following a Kubernetes ingress or service-mesh change, communication failures appear between AMF and SMF service-based interfaces in a 5G Core. Develop a fault-isolation methodology that distinguishes 3GPP SBA function behaviour, HTTP/TLS protocol evidence and Kubernetes platform or service-routing evidence before identifying the root cause.",5G SBA + Cloud Platform,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,3,3,3,6,MAX_RETRIEVAL_ROUNDS,False,5,10289,31.058490048002568,70.56565778100048,3594,1024,4618,False,False,True,True,True,Qwen/Qwen3.5-9B,c202236235762e1c871ad0ccb60c8ee5ba337b9a,13,5G SBA + Cloud Platform,STRESS,HYBRID,Hybrid,,hybrid,ANSWER_FROM_EVIDENCE,3.0,2.0,3.0,3.0,2.0,3.0,2.65,66.25,False,False,,stop,419.0046214470058,5829.0
qwen38_27b,Qwen3.8 27B,Q13,"Following a Kubernetes ingress or service-mesh change, communication failures appear between AMF and SMF service-based interfaces in a 5G Core. Develop a fault-isolation methodology that distinguishes 3GPP SBA function behaviour, HTTP/TLS protocol evidence and Kubernetes platform or service-routing evidence before identifying the root cause.",5G SBA + Cloud Platform,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,3,3,3,6,MAX_RETRIEVAL_ROUNDS,False,5,7341,83.29815843600227,165.0431932529973,2038,1024,3062,False,False,True,True,True,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,13,5G SBA + Cloud Platform,STRESS,HYBRID,Hybrid,,hybrid,ANSWER_FROM_EVIDENCE,3.0,2.0,2.0,3.0,2.0,2.0,2.4,60.0,False,True,,stop,370.4758193800008,5237.0
gemma4_12b,Gemma 4 12B,Q14,"According to IEEE and research literature, an operator wants to use AI/ML traffic prediction to support proactive control of 5G QoS and network-slice resources. Explain how research evidence on traffic forecasting should be combined with 3GPP concepts such as 5QI, QoS flows, S-NSSAI and policy control, and identify safeguards required before such predictions are used in a closed control loop.",AI/ML + 5G QoS and Slicing,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,3,3,3,6,MAX_RETRIEVAL_ROUNDS,False,5,11125,29.851309087000118,74.734929268001,3087,779,3866,True,True,True,True,True,google/gemma-4-12B-it-qat-w4a16-ct,1d2c2d7f2466070e69d6fb3fd5ce9a7d75f2f6ee,14,AI/ML + 5G QoS and Slicing,STRESS,HYBRID,Hybrid,,hybrid,ANSWER_FROM_EVIDENCE,3.0,3.0,3.0,3.0,3.0,2.0,2.95,73.75,False,True,,stop,469.3122090969992,6544.0
qwen35_9b,Qwen3.5 9B,Q14,"According to IEEE and research literature, an operator wants to use AI/ML traffic prediction to support proactive control of 5G QoS and network-slice resources. Explain how research evidence on traffic forecasting should be combined with 3GPP concepts such as 5QI, QoS flows, S-NSSAI and policy control, and identify safeguards required before such predictions are used in a closed control loop.",AI/ML + 5G QoS and Slicing,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,1,1,1,2,SUFFICIENT_EVIDENCE,True,5,12102,30.79886155499844,49.78847390800365,3065,1024,4089,False,False,True,True,True,Qwen/Qwen3.5-9B,c202236235762e1c871ad0ccb60c8ee5ba337b9a,14,AI/ML + 5G QoS and Slicing,STRESS,HYBRID,Hybrid,,hybrid,ANSWER_FROM_EVIDENCE,4.0,2.0,3.0,4.0,4.0,2.0,3.2,80.0,False,True,,stop,553.3974392319942,7668.0
qwen38_27b,Qwen3.8 27B,Q14,"According to IEEE and research literature, an operator wants to use AI/ML traffic prediction to support proactive control of 5G QoS and network-slice resources. Explain how research evidence on traffic forecasting should be combined with 3GPP concepts such as 5QI, QoS flows, S-NSSAI and policy control, and identify safeguards required before such predictions are used in a closed control loop.",AI/ML + 5G QoS and Slicing,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,2,2,2,4,SUFFICIENT_EVIDENCE,True,5,12419,85.10927538599935,148.89509788100258,3128,1024,4152,False,False,True,True,True,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,14,AI/ML + 5G QoS and Slicing,STRESS,HYBRID,Hybrid,,hybrid,ANSWER_FROM_EVIDENCE,4.0,3.0,3.0,4.0,4.0,4.0,3.55,88.75,False,False,,stop,358.70451753400266,5020.0
gemma4_12b,Gemma 4 12B,Q15,"Following a software and Kubernetes-platform upgrade, 5G users experience intermittent PDU session drops across multiple sites while RAN radio indicators remain normal. Develop a fault-isolation methodology across RAN, transport, 5GC, Kubernetes platform infrastructure and software configuration. Explain the evidence that should be collected before identifying the root cause.",Cross-Layer 5G Fault Isolation,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,3,3,3,6,MAX_RETRIEVAL_ROUNDS,False,5,12486,37.45768622999822,75.5149739619992,3469,984,4453,True,True,True,True,True,google/gemma-4-12B-it-qat-w4a16-ct,1d2c2d7f2466070e69d6fb3fd5ce9a7d75f2f6ee,15,Cross-Layer 5G Fault Isolation,STRESS,HYBRID,Hybrid,,3gpp,ANSWER_FROM_EVIDENCE,4.0,4.0,3.0,4.0,4.0,3.0,3.75,93.75,False,True,,stop,304.7959844029974,4265.0
qwen35_9b,Qwen3.5 9B,Q15,"Following a software and Kubernetes-platform upgrade, 5G users experience intermittent PDU session drops across multiple sites while RAN radio indicators remain normal. Develop a fault-isolation methodology across RAN, transport, 5GC, Kubernetes platform infrastructure and software configuration. Explain the evidence that should be collected before identifying the root cause.",Cross-Layer 5G Fault Isolation,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,3,3,3,6,MAX_RETRIEVAL_ROUNDS,False,5,12178,31.03303104999941,69.7784197439978,3506,1024,4530,False,False,True,True,True,Qwen/Qwen3.5-9B,c202236235762e1c871ad0ccb60c8ee5ba337b9a,15,Cross-Layer 5G Fault Isolation,STRESS,HYBRID,Hybrid,,3gpp,ANSWER_FROM_EVIDENCE,4.0,4.0,3.0,4.0,4.0,3.0,3.75,93.75,False,True,,stop,391.6010724499938,5451.0
qwen38_27b,Qwen3.8 27B,Q15,"Following a software and Kubernetes-platform upgrade, 5G users experience intermittent PDU session drops across multiple sites while RAN radio indicators remain normal. Develop a fault-isolation methodology across RAN, transport, 5GC, Kubernetes platform infrastructure and software configuration. Explain the evidence that should be collected before identifying the root cause.",Cross-Layer 5G Fault Isolation,STRESS,HYBRID,Hybrid,ANSWER_FROM_EVIDENCE,HYBRID,3,3,3,6,MAX_RETRIEVAL_ROUNDS,False,5,12484,87.42365119400347,161.9979428200022,4202,1024,5226,False,False,True,True,True,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,15,Cross-Layer 5G Fault Isolation,STRESS,HYBRID,Hybrid,,3gpp,ANSWER_FROM_EVIDENCE,4.0,2.0,3.0,4.0,2.0,2.0,3.0,75.0,False,True,,stop,463.3027542240016,6393.0
gemma4_12b,Gemma 4 12B,Q16,"What exact root cause, proprietary severity mapping and vendor-prescribed remediation procedure are associated with the private alarm code ZXQ-917 in the Vendor-X 5G Core operations platform?",Unsupported Proprietary Knowledge,STRESS,RETRIEVAL_TRAP,Unsupported,INSUFFICIENT_EVIDENCE,MCP_ONLY,3,0,3,3,MAX_RETRIEVAL_ROUNDS,False,2,4991,7.4185018469979696,28.618335562001448,1550,183,1733,True,True,True,True,True,google/gemma-4-12B-it-qat-w4a16-ct,1d2c2d7f2466070e69d6fb3fd5ce9a7d75f2f6ee,16,Unsupported Proprietary Knowledge,STRESS,RETRIEVAL_TRAP,Unsupported,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,
qwen35_9b,Qwen3.5 9B,Q16,"What exact root cause, proprietary severity mapping and vendor-prescribed remediation procedure are associated with the private alarm code ZXQ-917 in the Vendor-X 5G Core operations platform?",Unsupported Proprietary Knowledge,STRESS,RETRIEVAL_TRAP,Unsupported,INSUFFICIENT_EVIDENCE,MCP_ONLY,3,0,3,3,MAX_RETRIEVAL_ROUNDS,False,4,9959,14.27601231099834,39.6743284549957,3283,448,3731,True,True,True,True,True,Qwen/Qwen3.5-9B,c202236235762e1c871ad0ccb60c8ee5ba337b9a,16,Unsupported Proprietary Knowledge,STRESS,RETRIEVAL_TRAP,Unsupported,,,INSUFFICIENT_EVIDENCE,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,False,False,True,stop,321.7262977359933,4529.0
qwen38_27b,Qwen3.8 27B,Q16,"What exact root cause, proprietary severity mapping and vendor-prescribed remediation procedure are associated with the private alarm code ZXQ-917 in the Vendor-X 5G Core operations platform?",Unsupported Proprietary Knowledge,STRESS,RETRIEVAL_TRAP,Unsupported,INSUFFICIENT_EVIDENCE,RAG_ONLY,3,3,0,3,MAX_RETRIEVAL_ROUNDS,False,5,12410,39.490275262003706,109.3220298640008,4735,412,5147,True,True,True,True,True,Qwen/Qwen3.8-27B,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,16,Unsupported Proprietary Knowledge,STRESS,RETRIEVAL_TRAP,Unsupported,,,INSUFFICIENT_EVIDENCE,4.0,4.0,4.0,4.0,4.0,3.0,3.95,98.75,False,True,True,stop,441.5579280989987,6119.0
